data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-03-01,CL,085013,Niscemi,37.14645,14.39418,,0,4,91,95,,,914,18,1027,,,,,,
2021-03-02,CL,085013,Niscemi,37.14645,14.39418,,0,3,81,84,-11,1,926,18,1028,,,,,,
2021-03-03,CL,085013,Niscemi,37.14645,14.39418,,0,2,79,81,-3,1,929,19,1029,,,,,,
2021-03-04,CL,085013,Niscemi,37.14645,14.39418,,0,2,79,81,0,4,933,19,1033,,,,,,
2021-03-05,CL,085013,Niscemi,37.14645,14.39418,,0,2,77,79,-2,1,936,19,1034,,,,,,
2021-03-06,CL,085013,Niscemi,37.14645,14.39418,,0,2,74,76,-3,3,942,19,1037,,,,,,
2021-03-07,CL,085013,Niscemi,37.14645,14.39418,,0,2,73,75,-1,3,946,19,1040,,,,,,
2021-03-08,CL,085013,Niscemi,37.14645,14.39418,,0,2,70,72,-3,5,953,20,1045,,,,,,
2021-03-09,CL,085013,Niscemi,37.14645,14.39418,,0,2,62,64,-8,1,962,20,1046,,,,,,
2021-03-10,CL,085013,Niscemi,37.14645,14.39418,,0,2,65,67,3,5,964,20,1051,,,,,,
2021-03-11,CL,085013,Niscemi,37.14645,14.39418,,0,2,61,63,-4,0,968,20,1051,,,,,,
2021-03-13,CL,085013,Niscemi,37.14645,14.39418,,0,2,62,64,1,8,975,20,1059,,,,,,
2021-03-14,CL,085013,Niscemi,37.14645,14.39418,,0,2,63,65,1,2,976,20,1061,,,,,,
2021-03-15,CL,085013,Niscemi,37.14645,14.39418,,0,2,66,68,3,6,979,20,1067,,,,,,
2021-03-16,CL,085013,Niscemi,37.14645,14.39418,,0,2,68,70,2,3,980,20,1070,,,,,,
2021-03-17,CL,085013,Niscemi,37.14645,14.39418,,0,2,68,70,0,2,982,20,1072,,,,,,
2021-03-18,CL,085013,Niscemi,37.14645,14.39418,,0,2,72,74,4,6,984,20,1078,,,,,,
2021-03-19,CL,085013,Niscemi,37.14645,14.39418,,0,1,78,79,5,11,990,20,1089,,,,,,
2021-03-20,CL,085013,Niscemi,37.14645,14.39418,,0,1,78,79,0,6,996,20,1095,,,,,,
2021-03-21,CL,085013,Niscemi,37.14645,14.39418,,0,2,74,76,-3,-3,996,20,1092,,,,,,
2021-03-22,CL,085013,Niscemi,37.14645,14.39418,,0,2,71,73,-3,0,999,20,1092,,,,,,
2021-03-23,CL,085013,Niscemi,37.14645,14.39418,,0,1,72,73,0,0,999,20,1092,,,,,,
2021-03-24,CL,085013,Niscemi,37.14645,14.39418,,0,0,69,69,-4,3,1005,21,1095,,,,,,
2021-03-25,CL,085013,Niscemi,37.14645,14.39418,,0,0,67,67,-2,0,1007,21,1095,,,,,,
2021-03-26,CL,085013,Niscemi,37.14645,14.39418,,1,1,66,67,0,1,1008,21,1096,,,,,,
2021-03-27,CL,085013,Niscemi,37.14645,14.39418,,1,1,64,65,-2,3,1013,21,1099,,,,,,
2021-03-28,CL,085013,Niscemi,37.14645,14.39418,,1,1,59,60,-5,2,1020,21,1101,,,,,,
2021-03-29,CL,085013,Niscemi,37.14645,14.39418,,1,1,58,59,-1,0,1021,21,1101,,,,,,
2021-03-30,CL,085013,Niscemi,37.14645,14.39418,,0,0,57,57,-2,1,1023,22,1102,,,,,,
